"name","pos","sourceName","name_yahoo","team_yahoo","positionRank","overallRank","points","passAtt","passYds","passTds","passInt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstSack","dstSafety","dstInt","dstFumlRec","dstBlk","dstTd","fg","fg2029","fg3039","fg4049","fg50"
"GARRETTCELEK","TE","yahoo","Garrett Celek","SF",54,366,"24.32",0,0,0,0,0,0,12.2,17.5,145,0.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MILESAUSTIN","WR","yahoo","Miles Austin","PHI",125,367,"23.52",0,0,0,0,0,0,11.1,17.9,129,0.9,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THOMASRAWLS","RB","yahoo","Thomas Rawls","SEA",89,368,"23.18",35.5,0,0,0,151,1,1.5,1.9,12.6,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUKEWILLSON","TE","yahoo","Luke Willson","SEA",55,369,"22.80",0,0,0,0,0,0,10.2,16.6,116,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAVIDCOBB","RB","yahoo","David Cobb","TEN",90,370,"21.37",30.3,0,0,0,128,1,1.9,2.4,14.7,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHETTELLISON","TE","yahoo","Rhett Ellison","MIN",56,371,"21.18",0,0,0,0,0,0,10.8,16.1,115,0.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REXBURKHEAD","RB","yahoo","Rex Burkhead","CIN",91,372,"20.99",4.3,0,0,0,16.5,0.1,11.5,14.5,109,0.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WILLJOHNSON","RB","yahoo","Will Johnson","PIT",92,373,"20.65",15.8,0,0,0,42.3,1.5,4.3,5.7,37,0.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUINCYENUNWA","WR","yahoo","Quincy Enunwa","NYJ",126,374,"20.52",1.9,0,0,0,12.3,0,8.7,14.2,110,0.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KELLENDAVIS","TE","yahoo","Kellen Davis","NYJ",57,375,"20.46",0,0,0,0,0,0,9.7,15.2,108,0.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISMATTHEWS","WR","yahoo","Chris Matthews","SEA",127,376,"20.29",0,0,0,0,0,0,8,12.9,110,0.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUKESTOCKER","TE","yahoo","Luke Stocker","TB",58,377,"19.77",0,0,0,0,0,0,9.8,14.3,111,0.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYSHERMAN","RB","yahoo","Anthony Sherman","KC",93,378,"19.70",1.7,0,0,0,5.6,0.1,11.6,15,92,0.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DRIARCHER","RB","yahoo","Dri Archer","PIT",94,379,"19.36",8.3,0,0,0,32.3,0.2,8.3,10.6,68.5,0.3,0.4,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREHOLMES","WR","yahoo","Andre Holmes","OAK",128,380,"19.36",0,0,0,0,0,0,9,15.4,118,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DRIARCHER","WR","yahoo","Dri Archer","PIT",129,381,"19.36",8.3,0,0,0,32.3,0.2,8.3,10.6,68.5,0.3,0.4,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERRONWARD","RB","yahoo","Terron Ward","ATL",95,382,"18.86",9,0,0,0,35.4,0.4,8.6,10.4,72,0.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VANCEMCDONALD","TE","yahoo","Vance McDonald","SF",59,383,"18.81",0,0,0,0,0,0,9.8,14.2,105,0.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVINSTREET","WR","yahoo","Devin Street","DAL",130,384,"18.79",0,0,0,0,0,0,7,12.4,108,0.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYFASANO","TE","yahoo","Anthony Fasano","TEN",60,385,"18.74",0,0,0,0,0,0,8.5,12.2,104,0.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMISONCROWDER","WR","yahoo","Jamison Crowder","WAS",131,386,"18.53",4.7,0,0,0,26.2,0.1,5.9,9.2,67.3,0.3,0.7,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARRELYOUNG","RB","yahoo","Darrel Young","WAS",96,387,"17.68",7.3,0,0,0,23.4,0.3,8.8,11,68.1,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACKDOYLE","TE","yahoo","Jack Doyle","IND",61,388,"17.54",0,0,0,0,0,0,7.3,10.8,82.4,0.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMIZEOLAWALE","RB","yahoo","Jamize Olawale","OAK",97,389,"17.17",4.2,0,0,0,16.1,0.1,10.3,12.7,80.9,0.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBHOUSLER","TE","yahoo","Rob Housler","CLE",62,390,"16.53",0,0,0,0,0,0,8.4,13.9,94.3,0.5,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTSPAETH","TE","yahoo","Matt Spaeth","PIT",63,391,"16.43",0,0,0,0,0,0,7.5,10.6,85,0.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUSTINJOHNSON","RB","yahoo","Austin Johnson","NO",98,392,"15.88",4.8,0,0,0,16.2,0.2,8.5,11.1,61.7,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JARRYDHAYNE","RB","yahoo","Jarryd Hayne","SF",99,393,"15.83",16.4,0,0,0,60.1,0.3,5.9,7.2,45.2,0.1,0.3,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CODYLATIMER","WR","yahoo","Cody Latimer","DEN",132,394,"15.64",0,0,0,0,0,0,6.6,10.8,87.5,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JASONAVANT","WR","yahoo","Jason Avant","KC",133,395,"15.51",0,0,0,0,0,0,7.2,11.2,89,0.5,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRUCEMILLER","RB","yahoo","Bruce Miller","SF",100,396,"15.20",8,0,0,0,25.6,0.3,7,9.1,59.3,0.3,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYMONTGOMERY","WR","yahoo","Ty Montgomery","GB",134,397,"15.03",5.9,0,0,0,39,0.1,2.9,4.6,44.4,0.3,0.5,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLTMCCOY","QB","yahoo","Colt McCoy","WAS",37,398,"15.02",2.5,273,1.3,1,7.6,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAYAJAYI","RB","yahoo","Jay Ajayi","MIA",101,399,"14.09",17.8,0,0,0,74.8,0.6,2.2,2.8,17.5,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACHZENNER","RB","yahoo","Zach Zenner","DET",102,400,"13.62",24.5,0,0,0,98.9,0.7,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSSELLSHEPARD","WR","yahoo","Russell Shepard","TB",135,401,"13.55",0,0,0,0,0,0,6.7,10.6,82.5,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAHEEMMOSTERT","RB","yahoo","Raheem Mostert","MIA",103,402,"13.38",1.8,0,0,0,6.5,0,8.2,10.3,66.5,0.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNKUHN","RB","yahoo","John Kuhn","GB",104,403,"13.18",11.8,0,0,0,37.9,0.5,3.5,4.7,29.8,0.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRAIGSTEVENS","TE","yahoo","Craig Stevens","TEN",64,404,"13.16",0,0,0,0,0,0,6,8.9,68.6,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MALCOLMJOHNSON","RB","yahoo","Malcolm Johnson","CLE",105,405,"12.65",0,0,0,0,0,0,8.5,10.6,69.6,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MALCOLMJOHNSON","TE","yahoo","Malcolm Johnson","CLE",65,406,"12.65",0,0,0,0,0,0,8.5,10.6,69.6,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTTURBIN","RB","yahoo","Robert Turbin","CLE",106,407,"12.26",16.2,0,0,0,63.8,0.4,2.7,3.5,21.6,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOMMYBOHANON","RB","yahoo","Tommy Bohanon","NYJ",107,408,"12.25",13.1,0,0,0,37.6,0.4,3.6,4.7,30.4,0.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMERONARTISPAYNE","RB","yahoo","Cameron Artis-Payne","CAR",108,409,"12.08",16.9,0,0,0,71.3,0.4,1.8,2.2,14.4,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACOBYJONES","WR","yahoo","Jacoby Jones","SD",136,410,"12.00",0,0,0,0,0,0,3.1,5,44.3,0.3,0.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTMCGLOIN","QB","yahoo","Matt McGloin","OAK",38,411,"11.58",0.1,160,2.1,1.1,0.2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEREMYLANGFORD","RB","yahoo","Jeremy Langford","CHI",109,412,"11.54",16.7,0,0,0,63.7,0.4,2,2.5,15.9,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANHEWITT","TE","yahoo","Ryan Hewitt","CIN",66,413,"11.23",0,0,0,0,0,0,6.8,10,57.3,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORYHARKEY","TE","yahoo","Cory Harkey","STL",67,414,"11.23",0,0,0,0,0,0,6.8,8.7,57.8,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAYHARBOR","TE","yahoo","Clay Harbor","JAC",68,415,"10.95",0,0,0,0,0,0,5.5,9.1,62.8,0.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEMETRIUSHARRIS","TE","yahoo","Demetrius Harris","KC",69,416,"10.47",0,0,0,0,0,0,4.9,7,55.9,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALSTONFOWLER","RB","yahoo","Jalston Fowler","TEN",110,417,"10.29",7.5,0,0,0,24,0.4,3.4,4.5,29.4,0.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DERRICKCOLEMAN","RB","yahoo","Derrick Coleman","SEA",111,418,"10.18",9.4,0,0,0,28.8,0.3,3,3.9,26.1,0.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEPFANTAYLOR","RB","yahoo","Stepfan Taylor","ARZ",112,419,"10.15",12.2,0,0,0,46.4,0.4,2,2.6,16.5,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NICKWILLIAMS","WR","yahoo","Nick Williams","ATL",137,420,"9.86",0,0,0,0,0,0,4.9,6.9,56.7,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISHOGAN","WR","yahoo","Chris Hogan","BUF",138,421,"9.86",0,0,0,0,0,0,4.4,7.9,57.2,0.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEVINNORWOOD","WR","yahoo","Kevin Norwood","CAR",139,422,"9.86",0,0,0,0,0,0,4.2,7.2,56.9,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORVORSKIELANE","RB","yahoo","Jorvorskie Lane","TB",113,423,"9.81",8,0,0,0,22.5,0.3,3.7,4.8,32.3,0.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEROMEFELTON","RB","yahoo","Jerome Felton","BUF",114,424,"9.68",4.4,0,0,0,14.2,0.2,4.4,7,37,0.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAELENSTRONG","WR","yahoo","Jaelen Strong","HOU",140,425,"9.32",0,0,0,0,0,0,4.3,7.1,56.9,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISPOLK","RB","yahoo","Chris Polk","HOU",115,426,"9.29",14.9,0,0,0,60.2,0.2,1.5,1.7,13.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCMARIANI","WR","yahoo","Marc Mariani","CHI",141,427,"9.09",0,0,0,0,0,0,1.5,2.5,19.2,0.1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESCASEY","TE","yahoo","James Casey","DEN",70,428,"9.06",0,0,0,0,0,0,4,5.8,46.2,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRYANWALTERS","WR","yahoo","Bryan Walters","JAC",142,429,"8.95",0,0,0,0,0,0,4.9,6.8,55.8,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JIMMYCLAUSEN","QB","yahoo","Jimmy Clausen","CHI",39,430,"8.75",0.7,146,0.9,0.6,2.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONTATE","WR","yahoo","Brandon Tate","CIN",143,431,"8.70",0,0,0,0,0,0,2.6,4.5,33.4,0.2,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDRECALDWELL","WR","yahoo","Andre Caldwell","DEN",144,432,"8.67",0,0,0,0,0,0,4.3,6.4,45.2,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JARONBROWN","WR","yahoo","Jaron Brown","ARZ",145,433,"8.38",0,0,0,0,0,0,4.1,6.2,47.5,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELHOOMANAWANUI","TE","yahoo","Michael Hoomanawanui","NE",71,434,"8.35",0,0,0,0,0,0,3.7,5.5,42.1,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYLERMURPHY","QB","yahoo","Tyler Murphy","PIT",40,435,"8.27",0,0,0,0,0,0,3.6,5.2,51.1,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYLERMURPHY","WR","yahoo","Tyler Murphy","PIT",146,436,"8.27",0,0,0,0,0,0,3.6,5.2,51.1,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCUSMURPHY","RB","yahoo","Marcus Murphy","NO",116,437,"8.13",0,0,0,0,0,0,2.2,2.7,18.6,0.1,0.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DREWSTANTON","QB","yahoo","Drew Stanton","ARZ",41,438,"8.11",1,129,0.8,0.5,3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTHEWMULLIGAN","TE","yahoo","Matthew Mulligan","BUF",72,439,"8.07",0,0,0,0,0,0,3.8,5.9,42.6,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TROYNIKLAS","TE","yahoo","Troy Niklas","ARZ",73,440,"8.00",0,0,0,0,0,0,3.7,5.2,41.7,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRIFFWHALEN","WR","yahoo","Griff Whalen","IND",147,441,"7.67",0,0,0,0,0,0,2.3,3.9,30.1,0.3,0.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COREYFULLER","WR","yahoo","Corey Fuller","DET",148,442,"7.24",0,0,0,0,0,0,3.1,5.2,41.5,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PATRICKDIMARCO","RB","yahoo","Patrick DiMarco","ATL",117,443,"7.22",0,0,0,0,0,0,4.2,5.2,36.5,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KHARILEE","TE","yahoo","Khari Lee","CHI",74,444,"7.14",0,0,0,0,0,0,3.3,5,38.2,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACHMILLER","TE","yahoo","Zach Miller","CHI",75,445,"7.12",0,0,0,0,0,0,3.3,6,38,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONPETTIGREW","TE","yahoo","Brandon Pettigrew","DET",76,446,"7.02",0,0,0,0,0,0,3.2,5.9,35.7,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESOSHAUGHNESSY","TE","yahoo","James O'Shaughnessy","KC",77,447,"6.98",0,0,0,0,0,0,3.3,5.7,37.6,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEVANRIDLEY","RB","yahoo","Stevan Ridley","NYJ",118,448,"6.89",12.5,0,0,0,51.6,0.3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYCOLEPRUITT","TE","yahoo","MyCole Pruitt","MIN",78,449,"6.82",0,0,0,0,0,0,3.3,4.7,37.7,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEESMITH","TE","yahoo","Lee Smith","OAK",79,450,"6.81",0,0,0,0,0,0,3.4,5.2,38.6,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISGIVENS","WR","yahoo","Chris Givens","STL",149,451,"6.73",0,0,0,0,0,0,3,4.9,40.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYLERKROFT","TE","yahoo","Tyler Kroft","CIN",80,452,"6.64",0,0,0,0,0,0,3.2,4.5,36.5,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHUABELLAMY","WR","yahoo","Joshua Bellamy","CHI",150,453,"6.58",0,0,0,0,0,0,2.9,4.9,38.4,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NICKBOYLE","TE","yahoo","Nick Boyle","BAL",81,454,"6.50",0,0,0,0,0,0,3,4.4,33.9,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAVIDJOHNSON","TE","yahoo","David Johnson","SD",82,455,"5.99",0,0,0,0,0,0,2.7,4,31.1,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHARCANDRICKWEST","RB","yahoo","Charcandrick West","KC",119,456,"5.84",5.3,0,0,0,20.4,0.2,1.8,2.3,14.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RICARDOLOCKETTE","WR","yahoo","Ricardo Lockette","SEA",151,457,"5.72",0,0,0,0,0,0,2.4,3.6,31.8,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADAMHUMPHRIES","WR","yahoo","Adam Humphries","TB",152,458,"5.61",0,0,0,0,0,0,3.4,6.4,33.3,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONWEEDEN","QB","yahoo","Brandon Weeden","DAL",42,459,"5.59",0.3,85.8,0.6,0.3,0.9,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELBURTON","RB","yahoo","Michael Burton","DET",120,460,"5.42",3.7,0,0,0,12,0.1,2,2.6,16.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARQUEISGRAY","TE","yahoo","MarQueis Gray","BUF",83,461,"5.38",0,0,0,0,0,0,2.5,4,28.6,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESHANNA","TE","yahoo","James Hanna","DAL",84,462,"5.35",0,0,0,0,0,0,2.3,3.3,25.9,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAIFORBATH","K","yahoo","Kai Forbath","WAS",33,463,"5.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0
"MARKSANCHEZ","QB","yahoo","Mark Sanchez","PHI",43,464,"4.49",0.3,71,0.5,0.4,0.9,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESWHITE","RB","yahoo","James White","NE",121,465,"4.47",2.1,0,0,0,8,0.1,2.1,2.8,16.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEKEENUM","QB","yahoo","Case Keenum","STL",44,466,"4.24",0.3,75.3,0.4,0.3,0.8,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELWILLIAMS","TE","yahoo","Michael Williams","NE",85,467,"4.12",0,0,0,0,0,0,1.9,2.8,20.7,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAYPROSCH","RB","yahoo","Jay Prosch","HOU",122,468,"4.00",2.1,0,0,0,6.9,0.1,1.8,2.4,15.4,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENNARDBACKMAN","TE","yahoo","Kennard Backman","GB",86,469,"3.86",0,0,0,0,0,0,1.6,2.3,18.6,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEFFJANIS","WR","yahoo","Jeff Janis","GB",153,470,"3.85",0,0,0,0,0,0,1.5,2.3,22,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHASEDANIEL","QB","yahoo","Chase Daniel","KC",45,471,"3.80",0.7,60,0.4,0.3,2.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHAUNDRAUGHN","RB","yahoo","Shaun Draughn","CLE",123,472,"3.54",5.7,0,0,0,22.3,0.2,0,1,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELVICK","QB","yahoo","Michael Vick","PIT",46,473,"3.39",0.9,54.8,0.3,0.2,2.8,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONMYERS","TE","yahoo","Brandon Myers","TB",87,474,"3.32",0,0,0,0,0,0,1.6,2.4,18.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JESSEJAMES","TE","yahoo","Jesse James","PIT",88,475,"3.26",0,0,0,0,0,0,1.5,2.1,16.9,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAULRICHARDSON","WR","yahoo","Paul Richardson","SEA",154,476,"3.21",0,0,0,0,0,0,1.3,2.1,18,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONWILLIAMS","TE","yahoo","Brandon Williams","CAR",89,477,"3.21",0,0,0,0,0,0,1.5,2.2,16.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUCKYWHITEHEAD","WR","yahoo","Lucky Whitehead","DAL",155,478,"3.18",0,0,0,0,0,0,1.2,1.9,18.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLAINEGABBERT","QB","yahoo","Blaine Gabbert","SF",47,479,"3.12",0.3,60.1,0.3,0.3,0.8,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COOPERHELFET","TE","yahoo","Cooper Helfet","SEA",90,480,"3.05",0,0,0,0,0,0,1.3,1.9,14.9,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACHLINE","RB","yahoo","Zach Line","MIN",124,481,"3.00",0,0,0,0,0,0,1.8,2.3,15.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJJONES","WR","yahoo","TJ Jones","DET",156,482,"2.91",3.7,0,0,0,24.7,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RASHADROSS","WR","yahoo","Rashad Ross","WAS",157,483,"2.79",0,0,0,0,0,0,1.3,2.1,17.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEROMECUNNINGHAM","TE","yahoo","Jerome Cunningham","NYG",91,484,"2.73",0,0,0,0,0,0,1.2,1.7,13.9,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BERNARDPIERCE","RB","yahoo","Bernard Pierce","JAC",125,485,"2.54",1.1,0,0,0,3.7,0,1.8,3,10.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEFONDIGGS","WR","yahoo","Stefon Diggs","MIN",158,486,"2.52",0,0,0,0,0,0,1.1,1.9,15.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BROCKOSWEILER","QB","yahoo","Brock Osweiler","DEN",48,487,"2.29",2.2,18.6,0.1,0.1,6.6,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KESHAWNMARTIN","WR","yahoo","Keshawn Martin","NE",159,488,"2.26",0,0,0,0,0,0,1,1.5,12.8,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NIKITAWHITLOCK","RB","yahoo","Nikita Whitlock","NYG",126,489,"2.22",3.9,0,0,0,12.5,0.2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKEDAVIS","RB","yahoo","Mike Davis","SF",127,490,"2.19",3.7,0,0,0,13.9,0.1,0.2,0.3,1.9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALONZOHARRIS","RB","yahoo","Alonzo Harris","GB",128,491,"2.16",3.9,0,0,0,15.6,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
